Line; Date; Time; PD0 (V); PD1 (V); PD2 (V); PD3 (V); PD4 (V); PD5 (degC)
0; 2023/10/11; 00:00:03; 4.906005859375; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
1; 2023/10/11; 00:00:13; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.0146484375
2; 2023/10/11; 00:00:23; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.0146484375
3; 2023/10/11; 00:00:33; 4.903564453125; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
4; 2023/10/11; 00:00:43; 4.903564453125; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
5; 2023/10/11; 00:00:53; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
6; 2023/10/11; 00:01:03; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
7; 2023/10/11; 00:01:13; 4.9072265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
8; 2023/10/11; 00:01:23; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
9; 2023/10/11; 00:01:33; 4.90478515625; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
10; 2023/10/11; 00:01:43; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
11; 2023/10/11; 00:01:53; 4.9072265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
12; 2023/10/11; 00:02:03; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
13; 2023/10/11; 00:02:13; 4.906005859375; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
14; 2023/10/11; 00:02:23; 4.903564453125; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
15; 2023/10/11; 00:02:33; 4.9072265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
16; 2023/10/11; 00:02:43; 4.908447265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
17; 2023/10/11; 00:02:53; 4.90234375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
18; 2023/10/11; 00:03:03; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
19; 2023/10/11; 00:03:13; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
20; 2023/10/11; 00:03:23; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
21; 2023/10/11; 00:03:33; 4.906005859375; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
22; 2023/10/11; 00:03:43; 4.90478515625; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
23; 2023/10/11; 00:03:53; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
24; 2023/10/11; 00:04:03; 4.9072265625; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
25; 2023/10/11; 00:04:13; 4.90234375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
26; 2023/10/11; 00:04:23; 4.9072265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
27; 2023/10/11; 00:04:33; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
28; 2023/10/11; 00:04:43; 4.9072265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
29; 2023/10/11; 00:04:53; 4.906005859375; 0.0146484375; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
30; 2023/10/11; 00:05:03; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
31; 2023/10/11; 00:05:13; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
32; 2023/10/11; 00:05:23; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
33; 2023/10/11; 00:05:33; 4.903564453125; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.0146484375
34; 2023/10/11; 00:05:43; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
35; 2023/10/11; 00:05:53; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
36; 2023/10/11; 00:06:03; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.0146484375
37; 2023/10/11; 00:06:13; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.015869140625; 0.0146484375
38; 2023/10/11; 00:06:23; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
39; 2023/10/11; 00:06:33; 4.903564453125; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
40; 2023/10/11; 00:06:43; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
41; 2023/10/11; 00:06:53; 4.903564453125; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
42; 2023/10/11; 00:07:03; 4.908447265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
43; 2023/10/11; 00:07:13; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
44; 2023/10/11; 00:07:23; 4.903564453125; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
45; 2023/10/11; 00:07:33; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
46; 2023/10/11; 00:07:43; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
47; 2023/10/11; 00:07:53; 4.9072265625; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
48; 2023/10/11; 00:08:03; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.0146484375
49; 2023/10/11; 00:08:13; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
50; 2023/10/11; 00:08:23; 4.9072265625; 0.015869140625; 0.0146484375; 0.015869140625; 0.0146484375; 0.015869140625
51; 2023/10/11; 00:08:33; 4.906005859375; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
52; 2023/10/11; 00:08:43; 4.9072265625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
